"Accession","Min_1","Min_2","Gene","Protein"
"P50861",0.000146358035209014,0.000116672864207361,"YOL143C","RIB4"
"P50874",8.89012881300532e-06,6.91576122899568e-06,"YNL261W","ORC5"
"P50875",5.55421810960259e-07,5.77394587756162e-07,"YOL148C","SPT20"
"P50896",4.75056262520764e-06,4.26982817189097e-06,"YDR505C","PSP1"
"P50942",6.341044955843e-06,6.38760485305549e-06,"YNL106C","INP52"
"P50944",9.95260032485761e-07,1.00412703871186e-06,"YNL101W","AVT4"
"P50945",4.30799414434364e-05,4.20734272996711e-05,"YNL100W","MIC27"
"P50947",3.51047931210651e-06,2.32233092625658e-06,"YNL097C","PHO23"
"P51401",8.47071888323058e-07,1.08589101513908e-06,"YNL067W","RPL9B"
"P51402",4.83303103984789e-06,5.96957995671934e-06,"YDR500C","RPL37B"
"P51534",4.26956210729713e-05,3.35738821828821e-05,"YOR035C","SHE4"
"P51601",0.000109487464759583,8.37448194281195e-05,"YGR267C","FOL2"
"P51862",2.24167985255893e-06,1.76835582110067e-06,"YLR371W","ROM2"
"P51998",2.63175351283801e-05,3.13889490956346e-05,"YML025C","YML6"
"P52286",0.000102069224733326,7.52885482958306e-05,"YDR328C","SKP1"
"P52488",4.86520754898503e-05,3.94158777208111e-05,"YDR390C","UBA2"
"P52489",1.26922699153664e-05,1.25780950099481e-05,"YOR347C","PYK2"
"P52490",7.43314089019593e-05,5.66655947897015e-05,"YDR092W","UBC13"
"P52593",0.000174521011633807,0.000143509870200047,"YML103C","NUP188"
"P52870",2.29423853972443e-05,1.79973128524325e-05,"YER087C-B","SBH1"
"P52871",2.61407144129499e-05,2.26041611153331e-05,"YER019C-A","SBH2"
"P52891",8.24420177994497e-05,6.53807148216907e-05,"YDL116W","NUP84"
"P52892",4.39375338485013e-06,3.37474636526031e-06,"YDR111C","ALT2"
"P52893",6.06341067131058e-05,5.9575077964184e-05,"YLR089C","ALT1"
"P52910",0.00265955053885357,0.00256329694332434,"YLR153C","ACS2"
"P52911",7.19243832577869e-06,5.69700249515913e-06,"YDR261C","EXG2"
"P52917",5.07148609149607e-05,4.55599335892819e-05,"YPR173C","VPS4"
"P52918",5.3020776838401e-05,4.12555500683903e-05,"YDR335W","MSN5"
"P52919",2.53748316219867e-06,2.99000368446705e-06,"YLR457C","NBP1"
"P52960",4.72016316314183e-06,4.31932501646614e-06,"YOR363C","PIP2"
"P53008",4.07863470941923e-05,3.34373806250719e-05,"YGL027C","CWH41"
"P53009",9.50625268877365e-06,8.97997506481781e-06,"YGL083W","SCY1"
"P53010",1.24548492775359e-05,1.49720302856214e-05,"YGL094C","PAN2"
"P53011",1.79299970174316e-05,1.61089233765273e-05,"YGL100W","SEH1"
"P53012",7.9772719286425e-06,7.55654306894121e-06,"YGL126W","SCS3"
"P53038",4.37277851265285e-06,4.10943086085763e-06,"YGR099W","TEL2"
"P53040",5.83729486405938e-05,4.92157886907948e-05,"YGL112C","TAF6"
"P53043",6.07569368902125e-05,5.35969130782572e-05,"YGR123C","PPT1"
"P53044",5.88254263851974e-05,5.01299145013491e-05,"YGR048W","UFD1"
"P53045",0.00018585160502769,0.000172540039739956,"YGR060W","ERG25"
"P53049",1.48843920559287e-05,1.30227798104476e-05,"YGR281W","YOR1"
"P53063",1.65164948066809e-05,1.44633922956567e-05,"YGL246C","RAI1"
"P53064",2.21297129528062e-06,3.61118590920107e-06,"YGL244W","RTF1"
"P53067",5.54142012053739e-05,4.42976185616092e-05,"YGL241W","KAP114"
"P53068",6.45249568968683e-07,6.3745929107837e-07,"YGL240W","DOC1"
"P53070",1.21254907204981e-05,1.2412656076755e-05,"YGL236C","MTO1"
"P53072",4.02192637902992e-05,3.49907004386841e-05,"YGL232W","TAN1"
"P53073",1.51178863594835e-05,1.30185257557219e-05,"YGL231C","EMC4"
"P53075",0.000123672012119754,0.000102037076433537,"YGL228W","SHE10"
"P53076",6.94588507157874e-06,5.89654175502987e-06,"YGL227W","VID30"
"P53078",1.0530494287687e-06,9.0020627084987e-07,"YGL224C","SDT1"
"P53079",1.12072107859809e-05,7.47159888199831e-06,"YGL223C","COG1"
"P53081",7.46042383640299e-05,6.86649651381867e-05,"YGL221C","NIF3"
"P53086",1.63314542541982e-05,1.84172258043696e-05,"YGL216W","KIP3"
"P53088",1.15788318850425e-06,1.20930245146867e-06,"YGL211W","NCS6"
"P53090",0.000481849991776864,0.000569678216791934,"YGL202W","ARO8"
"P53091",1.31803249146615e-05,1.23050294435338e-05,"YGL201C","MCM6"
"P53093",6.98083170523637e-06,6.36975613568764e-06,"YGL198W","YIP4"
"P53094",5.67744865722227e-06,5.11750996231806e-06,"YGL197W","MDS3"
"P53095",7.20659116246556e-06,9.46254685921422e-06,"YGL196W","DSD1"
"P53100",4.21120720205669e-06,3.90937323512114e-06,"YGL185C","YGL185C"
"P53101",4.85150242670246e-06,3.92916626103969e-06,"YGL184C","STR3"
"P53104",4.00111322528115e-06,3.07354061948373e-06,"YGL180W","ATG1"
"P53107",4.70690769020898e-05,3.90818679520665e-05,"YGL164C","YRB30"
"P53108",1.13971187769719e-05,9.06152752671509e-06,"YGL161C","YIP5"
"P53109",1.53093090943413e-06,1.39361238891663e-06,"YGL160W","AIM14"
"P53110",6.53648338492017e-06,5.30516031061154e-06,"YGL159W","YGL159W"
"P53111",3.83897507652965e-05,3.77460883449013e-05,"YGL157W","ARI1"
"P53112",1.24728140025422e-05,1.04069738491405e-05,"YGL153W","PEX14"
"P53114",2.27355321805956e-05,1.87875052229287e-05,"YGL151W","NUT1"
"P53115",2.36329204325893e-05,1.99254120699664e-05,"YGL150C","INO80"
"P53119",0.000106707997536484,9.65376370983128e-05,"YGL141W","HUL5"
"P53120",2.22080217742404e-05,1.57669776446003e-05,"YGL140C","YGL140C"
"P53121",2.36395820392567e-05,1.68090557308317e-05,"YGL139W","FLC3"
"P53123",2.68449543929951e-06,2.54825595524674e-06,"YGL136C","MRM2"
"P53125",1.07237958690504e-05,8.90357578146858e-06,"YGL133W","ITC1"
"P53128",0.00035690428391457,0.000280356246243898,"YGL125W","MET13"
"P53131",0.000175455163586381,0.000146193784357944,"YGL120C","PRP43"
"P53133",1.10580005554131e-05,8.56084436484428e-06,"YGL117W","YGL117W"
"P53134",1.29395946534283e-05,1.128573786049e-05,"YGL114W","YGL114W"
"P53136",1.84062930747033e-05,2.06822963675003e-05,"YGL111W","NSA1"
"P53137",3.86864782392724e-06,3.12753164174349e-06,"YGL110C","CUE3"
"P53140",5.03902741475497e-05,4.39998648067078e-05,"YGL107C","RMD9"
"P53141",3.23646831657829e-05,2.83422651492888e-05,"YGL106W","MLC1"
"P53144",1.66260248241857e-05,1.31765845527443e-05,"YGL101W","YGL101W"
"P53145",2.63672736391185e-05,2.64894460476119e-05,"YGL099W","LSG1"
"P53152",1.58926923708272e-07,2.15167837135875e-07,"YGL087C","MMS2"
"P53154",6.4825774408794e-06,5.58644485946692e-06,"YGL084C","GUP1"
"P53155",6.99199217058861e-06,5.77088619518979e-06,"YGL082W","YGL082W"
"P53157",9.01223759975067e-06,8.20636462248634e-06,"YGL080W","MPC1"
"P53158",8.10364414956243e-07,7.50972028898833e-07,"YGL079W","KXD1"
"P53163",2.98516974327657e-05,3.41631770259222e-05,"YGL068W","MNP1"
"P53164",1.3105263983833e-05,1.31860307928719e-05,"YGL067W","NPY1"
"P53166",6.35826100835936e-06,6.94818872195083e-06,"YGL064C","MRH4"
"P53168",6.76517206356461e-07,5.94389030293335e-07,"YGL061C","DUO1"
"P53169",1.98008278713681e-05,1.5185727238184e-05,"YGL060W","YBP2"
"P53171",3.14010149675863e-06,2.65623680821401e-06,"YGL057C","GEP7"
"P53172",3.27779978492682e-05,2.70078362494668e-05,"YGL056C","SDS23"
"P53173",0.000152429792565758,0.000130571530244463,"YGL054C","ERV14"
"P53177",5.63912543681905e-06,5.66228328746057e-06,"YGL050W","TYW3"
"P53178",6.23900142379926e-06,4.75074047573496e-06,"YGL047W","ALG13"
"P53183",6.49575660140165e-06,7.14021406929186e-06,"YGL039W","YGL039W"
"P53184",5.44304886134455e-05,4.74218461339492e-05,"YGL037C","PNC1"
"P53185",3.47109874921255e-06,3.5652179850543e-06,"YGL036W","YGL036W"
"P53192",5.92959748840822e-05,4.57134927990079e-05,"YGL020C","GET1"
"P53195",1.40020834403609e-05,1.27838979057344e-05,"YGL005C","COG7"
"P53196",4.86268956673057e-06,5.77296575622289e-06,"YGL004C","RPN14"
"P53199",0.000167468995540919,0.000147042783762609,"YGL001C","ERG26"
"P53200",5.3828739233133e-05,6.67236799271609e-05,"YGR001C","EFM5"
"P53201",4.85082274090121e-06,3.90372335801999e-06,"YGR002C","SWC4"
"P53202",1.62418550978719e-05,1.36186725049445e-05,"YGR003W","CUL3"
"P53204",6.05334350666171e-07,6.77660024104285e-07,"YGR010W","NMA2"
"P53206",5.60179920287326e-05,5.34942714334015e-05,"YGR012W","YGR012W"
"P53207",1.6102783967616e-06,1.26309852007771e-06,"YGR013W","SNU71"
"P53209",2.67812115983463e-06,2.10325238827229e-06,"YGR016W","YGR016W"
"P53210",1.14653619850873e-05,1.04466055461646e-05,"YGR017W","YGR017W"
"P53217",6.40846039242781e-06,5.3243539050621e-06,"YGR026W","YGR026W"
"P53219",1.66892310616783e-05,1.4991467967738e-05,"YGR031W","IMO32"
"P53220",1.22389747205677e-05,1.15477849914474e-05,"YGR033C","TIM21"
"P53221",0.000279420169317194,0.000329784823017755,"YGR034W","RPL26B"
"P53224",3.07372384682358e-05,2.85316809391209e-05,"YGR038W","ORM1"
"P53228",3.14976500967407e-05,2.40128061072585e-05,"YGR043C","NQM1"
"P53230",8.72847982283264e-06,1.05704941494835e-05,"YGR046W","TAM41"
"P53235",3.31828923344401e-05,4.01083898255154e-05,"YGR054W","YGR054W"
"P53236",5.72391159236766e-06,5.83676676620515e-06,"YGR056W","RSC1"
"P53241",2.78589995351281e-05,2.72378839015787e-05,"YGR065C","VHT1"
"P53246",3.50329930538619e-07,3.15572478341304e-07,"YGR071C","ENV11"
"P53250",1.77424861543053e-06,2.16418695437346e-06,"YGR080W","TWF1"
"P53251",1.1831228212877e-05,1.31504732230597e-05,"YGR081C","SLX9"
"P53252",0.00117158120641523,0.00106010169353441,"YGR086C","PIL1"
"P53254",0.000103273195184156,9.06048530564461e-05,"YGR090W","UTP22"
"P53256",4.33439936411461e-05,3.59720915170979e-05,"YGR095C","RRP46"
"P53258",2.39687174915363e-05,2.0594505493109e-05,"YGR100W","MDR1"
"P53261",6.37483865122322e-05,5.73435578030075e-05,"YGR103W","NOP7"
"P53265",9.00539611208872e-06,7.76787841549534e-06,"YGR111W","YGR111W"
"P53266",3.20170538166759e-06,2.93759178824946e-06,"YGR112W","SHY1"
"P53270",1.28174315300023e-05,1.49673836200952e-05,"YGR117C","YGR117C"
"P53272",4.40360065869209e-06,3.69990245992129e-06,"YGR122W","YGR122W"
"P53273",5.92903694784548e-05,5.13754348078376e-05,"YGR125W","YGR125W"
"P53275",1.58974955047658e-06,1.5705560610582e-06,"YGR127W","YGR127W"
"P53276",0.000117125014106795,9.13566420653937e-05,"YGR128C","UTP8"
"P53278",1.62692817782934e-05,1.35567292550649e-05,"YGR130C","YGR130C"
"P53280",8.46977161815708e-07,7.32278366990558e-07,"YGR134W","CAF130"
"P53290",4.90105571779216e-06,4.04881671457319e-06,"YGR163W","GTR2"
"P53292",3.46655901867187e-05,4.01939786554585e-05,"YGR165W","MRPS35"
"P53294",8.90980196134693e-07,7.58463170097563e-07,"YGR169C","PUS6"
"P53295",1.94362896949738e-05,2.18750876609269e-05,"YGR173W","RBG2"
"P53296",1.21538951816204e-06,1.07751966437096e-06,"YGR177C","ATF2"
"P53297",7.09191540639034e-06,9.09659990638784e-06,"YGR178C","PBP1"
"P53299",0.000128919819587281,0.000162759997481652,"YGR181W","TIM13"
"P53301",4.96155491422823e-05,4.95889825759391e-05,"YGR189C","CRH1"
"P53303",0.000141094352219473,0.000102091360201655,"YGR211W","ZPR1"
"P53305",1.62606170821824e-05,1.69833083099156e-05,"YGR215W","RSM27"
"P53309",1.14035365175614e-05,1.24059289924932e-05,"YGR241C","YAP1802"
"P53312",0.000184967389375981,0.000170092236015232,"YGR244C","LSC2"
"P53313",3.6694870904227e-05,3.31102523886881e-05,"YGR245C","SDA1"
"P53314",1.16010491568909e-05,1.34121957215473e-05,"YGR247W","CPD1"
"P53316",1.23901927106977e-06,1.09291093399136e-06,"YGR250C","YGR250C"
"P53317",1.09540284194591e-06,1.26301161603516e-06,"YGR251W","NOP19"
"P53318",1.15591248525606e-05,1.01434560977088e-05,"YGR255C","COQ6"
"P53319",2.32829936723075e-05,1.97603122820755e-05,"YGR256W","GND2"
"P53322",1.04431730209087e-05,9.07406682901343e-06,"YGR260W","TNA1"
"P53323",4.53111271336271e-06,5.93311529748807e-06,"YGR262C","BUD32"
"P53326",4.68762453271648e-05,3.86602170637379e-05,"YGR266W","YGR266W"
"P53327",1.40926498860048e-05,1.28840378633239e-05,"YGR271W","SLH1"
"P53331",1.7921579820704e-05,1.68259422040836e-05,"YGR276C","RNH70"
"P53332",2.58308414177258e-05,2.1749831528663e-05,"YGR277C","CAB4"
"P53333",1.87291590403959e-05,1.49138934228877e-05,"YGR278W","CWC22"
"P53334",6.4213613314741e-05,5.68757571052557e-05,"YGR279C","SCW4"
"P53335",5.31971404806198e-06,5.05100217718541e-06,"YGR280C","PXR1"
"P53336",3.94999793588181e-08,4.00355759551846e-08,"YGR283C","YGR283C"
"P53337",0.000138691887505696,0.000116758883985206,"YGR284C","ERV29"
"P53388",2.103418413944e-05,1.97213672176999e-05,"YPL265W","DIP5"
"P53438",7.98841235387446e-08,5.79566254960455e-08,"YMR016C","SOK2"
"P53507",3.37364361291324e-06,2.60234585520488e-06,"YNL070W","TOM7"
"P53540",2.25955183907606e-05,2.15244934948585e-05,"YNL126W","SPC98"
"P53549",0.000171032599535329,0.00016871846043057,"YOR259C","RPT4"
"P53550",0.000101423275393835,8.32726854630322e-05,"YNL118C","DCP2"
"P53551",7.61611802841679e-05,7.11275046783492e-05,"YPL127C","HHO1"
"P53552",4.20277489510742e-05,3.54313867903928e-05,"YNL139C","THO2"
"P53583",3.06138884398996e-06,2.93604273728509e-06,"YNL249C","MPA43"
"P53584",1.02823645152767e-06,1.00296375655853e-06,"YNL237W","YTP1"
"P53598",6.30490341104337e-05,7.81010637390923e-05,"YOR142W","LSC1"
"P53599",8.32823865555733e-06,6.34519414935591e-06,"YNR031C","SSK2"
"P53615",6.05876126710613e-05,4.77518836256148e-05,"YNL036W","NCE103"
"P53616",3.57811566635697e-07,3.77897487247062e-07,"YNL066W","SUN4"
"P53617",2.85769527538299e-05,2.67770862078723e-05,"YNL251C","NRD1"
"P53622",0.000156046588643475,0.000142428433935095,"YDL145C","COP1"
"P53629",4.28087269302259e-05,3.7890953018103e-05,"YNR019W","ARE2"
"P53632",1.28597101370914e-05,1.14047332159106e-05,"YOL115W","PAP2"
"P53633",0.00102798861982955,0.000907396352987242,"YNL044W","YIP3"
"P53685",2.34012108643661e-06,1.87669297070748e-06,"YOL068C","HST1"
"P53691",0.000326551356198576,0.00029960539981173,"YLR216C","CPR6"
"P53720",2.33318672719225e-06,2.21303324655656e-06,"YNR015W","SMM1"
"P53721",1.42924819914225e-05,1.17028629768607e-05,"YNR018W","RCF2"
"P53722",1.01433147127471e-05,9.26054423834153e-06,"YNR020C","ATP23"
"P53723",0.000292962562698882,0.00027426515838541,"YNR021W","YNR021W"
"P53724",1.71416541474392e-05,1.97845298503897e-05,"YNR022C","MRPL50"
"P53725",1.2728414539114e-06,1.32219701507967e-06,"YNR024W","MPP6"
"P53727",6.71426122910697e-06,5.20261787214561e-06,"YNR027W","BUD17"
"P53729",2.25263168154254e-05,1.9789469741221e-05,"YNR029C","YNR029C"
"P53730",5.2650957248849e-05,4.14436019393671e-05,"YNR030W","ALG12"
"P53731",0.000123479300979149,0.000104632818895658,"YNR035C","ARC35"
"P53732",7.46277694907636e-06,7.25591491375584e-06,"YNR036C","MRPS12"
"P53733",2.71138922120894e-05,2.95085874792297e-05,"YNR037C","RSM19"
"P53734",2.90238145325172e-05,2.49696255774844e-05,"YNR038W","DBP6"
"P53735",4.31606252193124e-06,3.89232452169639e-06,"YNR039C","ZRG17"
"P53738",5.00536705247904e-05,4.49992484324835e-05,"YNR046W","TRM112"
"P53739",3.54283690935094e-06,3.01598074009767e-06,"YNR047W","FPK1"
"P53740",1.18692965808436e-05,1.17901593877315e-05,"YNR048W","YNR048W"
"P53741",3.4657657583223e-06,3.61506841699934e-06,"YNR051C","BRE5"
"P53742",6.67016336720304e-05,8.74053435728626e-05,"YNR053C","NOG2"
"P53743",1.90872123882379e-06,2.42544291262678e-06,"YNR054C","ESF2"
"P53759",1.778514434819e-05,1.47877737460235e-05,"YML080W","DUS1"
"P53829",5.06775333863508e-05,3.73106524131639e-05,"YNL288W","CAF40"
"P53834",3.22761652430109e-05,4.27720497981319e-05,"YNL281W","HCH1"
"P53839",3.15674609656867e-05,3.10192685419684e-05,"YNL274C","GOR1"
"P53840",1.46787160881125e-05,1.15483036920104e-05,"YNL273W","TOF1"
"P53843",1.53371825853176e-05,1.1652702457795e-05,"YNL265C","IST1"
"P53844",3.41286106352858e-05,2.94809578148865e-05,"YNL264C","PDR17"
"P53846",2.35610920978182e-06,2.09528102478296e-06,"YNL260C","YNL260C"
"P53847",3.2383938430426e-05,2.60504216190427e-05,"YNL258C","DSL1"
"P53848",3.94893386651555e-05,3.61646550532438e-05,"YNL256W","FOL1"
"P53849",1.48407532332489e-05,1.99339663276863e-05,"YNL255C","GIS2"
"P53851",3.02817641907384e-06,3.21005188441084e-06,"YNL253W","TEX1"
"P53852",0.000324955181088554,0.000269834984682351,"YNL247W","YNL247W"
"P53853",1.18441447634397e-05,1.15947730379389e-05,"YNL246W","VPS75"
"P53855",2.51106854225229e-06,3.04724708394846e-06,"YNL242W","ATG2"
"P53859",2.87967570154367e-05,3.1214354573567e-05,"YNL232W","CSL4"
"P53860",5.15693544683625e-05,5.01689304039599e-05,"YNL231C","PDR16"
"P53863",4.23879674356657e-06,3.81831354033119e-06,"YNL227C","JJJ1"
"P53865",5.776992953079e-06,4.79464799246621e-06,"YNL225C","CNM67"
"P53866",6.49607746019738e-06,6.82645159628298e-06,"YNL224C","SQS1"
"P53868",7.99315948873187e-05,7.3416193332053e-05,"YNL219C","ALG9"
"P53870",1.20279294297393e-05,1.06070054705988e-05,"YNL193W","YNL193W"
"P53874",1.45868244029407e-05,1.26271454648749e-05,"YNL186W","UBP10"
"P53875",4.87635623159316e-05,5.20615425785107e-05,"YNL185C","MRPL19"
"P53877",2.68103120728862e-05,2.65642212330308e-05,"YNL182C","IPI3"
"P53878",3.76132501526773e-05,3.40124526867815e-05,"YNL181W","YNL181W"
"P53879",6.25389607528009e-06,7.09908211005969e-06,"YNL180C","RHO5"
"P53881",5.40164659150063e-05,5.28339815192838e-05,"YNL177C","MRPL22"
"P53883",4.06587865080693e-05,4.55280334967647e-05,"YNL175C","NOP13"
"P53889",1.13768688591406e-05,1.00438199046484e-05,"YNL168C","FMP41"
"P53890",7.20381134243133e-06,6.21997421787565e-06,"YNL166C","BNI5"
"P53893",8.30913344552331e-06,6.48323824287531e-06,"YNL163C","RIA1"
"P53894",2.2142577661752e-05,2.07634147142206e-05,"YNL161W","CBK1"
"P53898",5.7004378992796e-06,5.34082090156035e-06,"YNL156C","NSG2"
"P53899",1.05215290152605e-05,1.04359120121501e-05,"YNL155W","CUZ1"
"P53900",1.49489678781524e-05,1.23542242128455e-05,"YNL153C","GIM3"
"P53903",5.53681301533411e-05,5.8494895685562e-05,"YNL149C","PGA2"
"P53904",4.07216127363225e-07,5.05559368496095e-07,"YNL148C","ALF1"
"P53905",5.17203973214849e-06,4.85364245364343e-06,"YNL147W","LSM7"
"P53909",0.000389801751046375,0.000317838356253986,"YNL141W","AAH1"
"P53914",0.000140980208165524,0.000125285723066844,"YNL132W","KRE33"
"P53919",3.05303032739679e-05,2.55884478956123e-05,"YNL124W","NAF1"
"P53920",7.83358091257453e-05,7.40192729222999e-05,"YNL123W","NMA111"
"P53923",7.57175827881926e-06,6.23857576090556e-06,"YNL119W","NCS2"
"P53924",5.18522911529807e-06,5.95464533637123e-06,"YNL116W","DMA2"
"P53925",1.11520305949971e-05,1.0599007159757e-05,"YNL115C","YNL115C"
"P53927",2.82463600785046e-05,3.32276110573077e-05,"YNL110C","NOP15"
"P53929",2.20588772547407e-05,1.87114894733668e-05,"YNL108C","YNL108C"
"P53930",8.80394339523779e-06,7.67599339078808e-06,"YNL107W","YAF9"
"P53932",2.62348162995527e-06,2.09255334578841e-06,"YNL095C","YNL095C"
"P53935",1.72536561542164e-05,1.51514204040198e-05,"YNL091W","NST1"
"P53941",5.4605629567391e-05,5.84095486876252e-05,"YNL075W","IMP4"
"P53943",1.02410592155796e-06,8.07963260791873e-07,"YNL065W","AQR1"
"P53946",2.10690339069252e-05,1.9776219190549e-05,"YNL059C","ARP5"
"P53951",5.72861780707937e-06,4.25718618109718e-06,"YNL051W","COG5"
"P53953",3.54426669913655e-05,3.11561187294367e-05,"YNL049C","SFB2"
"P53954",2.08871189750296e-05,1.810821525586e-05,"YNL048W","ALG11"
"P53955",1.25431587641476e-05,1.1215394423666e-05,"YNL047C","SLM2"
"P53958",1.38553425515616e-07,1.49635961049648e-07,"YNL042W","BOP3"
"P53959",1.33025629306528e-05,1.22558295490107e-05,"YNL041C","COG6"
"P53962",2.60548275495777e-05,2.43603701087507e-05,"YNL035C","YNL035C"
"P53968",1.36092816991608e-06,1.07162217976856e-06,"YNL027W","CRZ1"
"P53969",1.08100573989276e-05,1.24249548932037e-05,"YNL026W","SAM50"
"P53972",1.10126911942473e-05,1.1347157422837e-05,"YNL022C","RCM1"
"P53973",1.23814895948079e-05,1.10648284256865e-05,"YNL021W","HDA1"
"P53978",2.05765653337835e-05,1.57832296607798e-05,"YNL014W","HEF3"
"P53981",0.00024075838361175,0.000200500892190934,"YNL010W","YNL010W"
"P53982",3.94491081635902e-06,3.12487725191835e-06,"YNL009W","IDP3"
"P54000",3.99779358251865e-05,3.61225313314154e-05,"YMR039C","SUB1"
"P54003",7.73331782709842e-05,6.92424482438822e-05,"YML052W","SUR7"
"P54007",3.86252171801163e-06,3.80627660713289e-06,"YLR460C","YLR460C"
"P54070",1.95104069861395e-05,1.58987787195757e-05,"YPL053C","KTR6"
"P54113",9.17905379346224e-05,0.00010163216875489,"YLR028C","ADE16"
"P54115",0.00716672621953628,0.00681579451468535,"YPL061W","ALD6"
"P54730",4.17792995877557e-05,5.28809976610175e-05,"YMR067C","UBX4"
"P54780",2.23891497080699e-05,2.54895943651768e-05,"YMR121C","RPL15B"
"P54781",8.34769012606307e-05,7.18674905535353e-05,"YMR015C","ERG5"
"P54783",0.000116121474486106,0.000116160254906905,"YML086C","ALO1"
"P54784",1.28295931363757e-05,1.19517045526508e-05,"YML065W","ORC1"
"P54787",9.20199848732522e-06,7.41702015893528e-06,"YML097C","VPS9"
"P54791",1.02771231801922e-05,8.10654050860801e-06,"YPR162C","ORC4"
