"Accession","Gene","Protein","Min_1","Min_2","Rich_1","Rich_2"
"P33755","YBR170C","NPL4",1.37228665047953e-05,1.54961794673564e-05,1.8029991591709e-05,1.6851186287425e-05
"P33759","YBR251W","MRPS5",1.168181269179e-05,1.36552194871334e-05,1.51112339140139e-05,1.57330902080564e-05
"P33760","YNL329C","PEX6",4.0773289108527e-06,3.4162385598228e-06,3.41539345046228e-06,3.75735158588089e-06
"P33767","YEL002C","WBP1",6.83256481646279e-05,6.27985743117781e-05,6.9999678355787e-05,7.09108588307652e-05
"P33775","YDL095W","PMT1",9.41482997309758e-05,8.12804256173539e-05,9.68508768182077e-05,9.75251528209739e-05
"P33891","YGL145W","TIP20",2.25031448013566e-05,2.12799882520219e-05,2.61028391691323e-05,2.74845314368254e-05
"P33892","YGL195W","GCN1",0.000945447526291419,0.000750759284702052,0.00106515854274871,0.00102911476529354
"P33893","YBL080C","PET112",2.57177601433492e-06,2.08628740501198e-06,3.03814443912573e-06,3.29403548341473e-06
"P33894","YOR219C","STE13",5.27111550478937e-06,5.39520617903763e-06,6.24595914770626e-06,5.58434246957251e-06
"P34072","YNL076W","MKS1",5.81138245809832e-07,6.1587632919628e-07,6.99403692594293e-07,6.83494433249333e-07
"P34077","YFR002W","NIC96",0.000112029299543979,8.69516923383107e-05,0.000113339567975789,0.000113991503364741
"P34078","YKL143W","LTV1",2.06732502454101e-06,2.5324338790669e-06,2.81450898455496e-06,2.53634194458883e-06
"P34087","YDR404C","RPB7",6.31711161106513e-05,8.00379346410277e-05,7.69546758046777e-05,8.05316881276631e-05
"P34110","YJL154C","VPS35",2.93419819462565e-05,2.40950624921345e-05,3.25204591218773e-05,3.12848610131505e-05
"P34111","YAL001C","TFC3",1.01365203194433e-05,8.21888742386888e-06,9.79500827907582e-06,1.19478445943868e-05
"P34160","YMR125W","STO1",0.000237066688395765,0.000212531859469268,0.000247359456611298,0.000244193471784593
"P34162","YHR041C","SRB2",1.37110177338796e-05,1.48407760086194e-05,1.62563837318164e-05,1.67714056811023e-05
"P34163","YKL140W","TGL1",1.59962934176457e-05,1.54867508224524e-05,1.7393184013332e-05,1.60960095647165e-05
"P34167","YPR163C","TIF3",0.00014158226465482,0.000229648060570935,0.000181788483554661,0.000182974402914995
"P34216","YBL047C","EDE1",3.83892927910813e-05,3.57670847038412e-05,4.24473973989011e-05,4.40708228409596e-05
"P34219","YBL054W","TOD6",3.63362416153029e-06,3.79661305580905e-06,4.83124576841184e-06,5.10514414881148e-06
"P34220","YBL055C","YBL055C",9.02294764016062e-06,9.12825340477062e-06,1.01206365772275e-05,1.05722413586998e-05
"P34221","YBL056W","PTC3",3.38307752674775e-05,3.23492529631948e-05,3.41607207072559e-05,3.21778855780909e-05
"P34222","YBL057C","PTH2",2.5932731667964e-05,2.64646950318554e-05,2.83858605113237e-05,3.0196434911706e-05
"P34223","YBL058W","SHP1",1.69795123637291e-05,1.79329965117015e-05,1.93383935943637e-05,1.71614917948e-05
"P34226","YBL061C","SKT5",3.8211981425449e-06,4.4999095116498e-06,4.25340041660269e-06,4.15116120442313e-06
"P34227","YBL064C","PRX1",0.000126759569173079,0.000148634231189627,0.000160072770200745,0.000161608027663035
"P34228","YBL066C","SEF1",6.88819735060617e-06,5.78013427452247e-06,6.96046922091347e-06,6.87717373256151e-06
"P34232","YKL186C","MTR2",5.8331941223788e-07,6.11616328777697e-07,5.80797967269727e-07,6.16745313332457e-07
"P34237","YKL179C","COY1",0.000356829848757913,0.000325735381238334,0.000364282066554614,0.000344652919238453
"P34241","YKL014C","URB1",0.000142342897578633,0.000116197281343656,0.000162126973519115,0.000162451037678056
"P34243","YKL017C","HCS1",8.39275011551527e-06,7.14967252131729e-06,9.05553540167314e-06,9.1272234271095e-06
"P34244","YKL101W","HSL1",3.51320336720782e-06,3.27796595687917e-06,4.12666345509607e-06,4.09732362423465e-06
"P34247","YKL099C","UTP11",3.3450695363155e-06,3.85270830457972e-06,3.99666445079143e-06,4.12418200356472e-06
"P34248","YKL100C","YKL100C",2.26817781541762e-05,1.86214087179373e-05,2.15535626542567e-05,2.15597272075552e-05
"P34253","YKL110C","KTI12",3.90100592456465e-05,4.12918713508696e-05,3.70648912961819e-05,3.96133979781981e-05
"P34730","YDR099W","BMH2",0.000168416000616515,0.000161115432022456,0.000195190873182383,0.000186321136470916
"P34756","YFR019W","FAB1",2.84662581297023e-06,2.48089090663728e-06,3.10776558299451e-06,2.933708517007e-06
"P34760","YML028W","TSA1",0.00227509148731448,0.00211188034945333,0.00234115554131834,0.00214189530758949
"P34761","YNL197C","WHI3",3.1219083144325e-05,4.11650227100168e-05,3.42574700876527e-05,3.5285966136181e-05
"P34909","YER068W","MOT2",6.43964047456444e-06,6.26591606770952e-06,7.72802554374434e-06,8.01941437371295e-06
"P35056","YDR244W","PEX5",2.35205120213592e-06,2.08997601016594e-06,2.87605679752832e-06,2.83095736275843e-06
"P35169","YJR066W","TOR1",2.04610730488792e-05,1.70352198770489e-05,2.17130503147023e-05,2.08806789973679e-05
"P35176","YDR304C","CPR5",4.72846397108228e-06,4.76306140141166e-06,5.55909447695328e-06,5.67859547401483e-06
"P35177","YBR081C","SPT7",1.95064701190168e-05,1.66552367793553e-05,2.06719199731389e-05,2.09249777738207e-05
"P35178","YDR087C","RRP1",4.44791012333289e-05,3.46675607199788e-05,4.71696627658986e-05,5.15921793320367e-05
"P35179","YDR086C","SSS1",0.000480986717760101,0.00038429437029665,0.000494259893136654,0.000473785865639704
"P35180","YGR082W","TOM20",4.03111614304343e-05,3.10734184776729e-05,4.63613826520611e-05,4.65812768194637e-05
"P35184","YIR012W","SQT1",2.86238709543499e-07,3.38279008025334e-07,3.30117521984217e-07,3.4566789448857e-07
"P35189","YPL129W","TAF14",5.97322553028012e-05,5.81063914808925e-05,6.82237722043963e-05,7.14164073077377e-05
"P35191","YFL016C","MDJ1",1.1928229691517e-05,1.5250162982109e-05,1.40636881007601e-05,1.39278723922618e-05
"P35194","YBL004W","UTP20",0.000138558579262343,0.000107276745893811,0.000150280084860371,0.000147414575493555
"P35196","YBR002C","RER2",1.70237804609073e-05,1.36648261868052e-05,1.805111199834e-05,1.70327640478823e-05
"P35197","YDL226C","GCS1",3.20773125071418e-05,3.27340204206279e-05,3.54000273188479e-05,3.64495890620494e-05
"P35200","YLR168C","UPS2",1.56753316605485e-06,1.58162086037267e-06,2.3660479712521e-06,2.34202305918155e-06
"P35202","YOR143C","THI80",1.8403503872145e-05,2.14127908042537e-05,1.86651541387454e-05,2.05077950317119e-05
"P35206","YBR036C","CSG2",5.47261059915218e-06,4.45244326146195e-06,6.99244535617923e-06,6.94770232019915e-06
"P35207","YLR398C","SKI2",2.48629082857321e-05,2.04736108327606e-05,2.82595792579937e-05,2.77778042609431e-05
"P35210","YKL020C","SPT23",5.68674500771881e-06,5.18951724269673e-06,5.74349184573477e-06,5.73203773558193e-06
"P35691","YKL056C","TMA19",0.00528616696640558,0.00446005699706167,0.00610727052796798,0.00607461965396648
"P35719","YKL142W","MRP8",1.03960164055296e-05,8.26998715143074e-06,1.010429810399e-05,9.39049652733946e-06
"P35723","YKL065C","YET1",8.5928337954596e-05,7.02234578298134e-05,9.5994141716481e-05,0.00010394611870558
"P35724","YKL064W","MNR2",5.56460607258717e-06,6.44563258845949e-06,5.12438469214035e-06,5.16532331666428e-06
"P35728","YKL059C","MPE1",1.0126588342386e-06,8.43463138907385e-07,1.16692820967099e-06,1.10695683610001e-06
"P35729","YKL057C","NUP120",3.92356460298733e-05,3.29151695933893e-05,4.23737394558421e-05,4.24972539672301e-05
"P35732","YKL054C","DEF1",4.30919051827602e-05,4.27090833243895e-05,5.19854025803416e-05,5.16467681089832e-05
"P35735","YKL051W","SFK1",3.70383777640779e-06,3.0783768722815e-06,2.47459360746764e-06,2.49776326804125e-06
"P35817","YLR399C","BDF1",6.21485690033735e-05,5.82165309092882e-05,5.48364031468816e-05,5.60022113583722e-05
"P35844","YPL145C","KES1",0.000265629841257069,0.000249157488878167,0.000264967958314096,0.000247835678183194
"P35845","YAR042W","SWH1",1.57332666327059e-05,1.43044949313663e-05,1.92718348086601e-05,1.88392252456421e-05
"P35996","YKL170W","MRPL38",4.27572258861095e-05,4.39491122334503e-05,5.00464626733723e-05,5.10106963637132e-05
"P35997","YKL156W","RPS27A",0.00194965349887926,0.00256310954610534,0.00218805734618239,0.00210617945083357
"P35999","YKL134C","OCT1",1.42434216665594e-05,1.16263314828303e-05,1.58537334742011e-05,1.45511322091444e-05
"P36000","YKL135C","APL2",8.78298003755105e-05,7.23316635883163e-05,8.64519672519106e-05,8.82415239333135e-05
"P36004","YKL168C","KKQ8",2.04600905081983e-06,1.58816979615252e-06,2.23166979381733e-06,2.01263389763037e-06
"P36006","YKL129C","MYO3",1.4452687046406e-05,1.19340143393507e-05,1.71210722988213e-05,1.75644718769841e-05
"P36007","YKL218C","SRY1",4.89956536413557e-05,4.18643577919518e-05,2.4510513965594e-05,2.2274756949057e-05
"P36008","YKL081W","TEF4",0.00414750754578644,0.00441967036733871,0.00543974629103836,0.00582757677886015
"P36009","YKL078W","DHR2",1.34054390452669e-05,1.22060750629543e-05,1.75656855401973e-05,1.67439757162843e-05
"P36010","YKL067W","YNK1",0.000424797832485781,0.000374087089533136,0.000562593388760064,0.000582159617159012
"P36013","YKL029C","MAE1",0.00025769037453462,0.000230905890019244,0.00018299108772122,0.000196345455035814
"P36015","YKL196C","YKT6",0.000106679503234327,9.80796791693203e-05,0.000119939101089082,0.000120427358400479
"P36016","YKL073W","LHS1",5.19822046417187e-05,3.96606925446865e-05,6.32536745340297e-05,6.10974782891835e-05
"P36017","YOR089C","VPS21",7.12602911590916e-05,6.99479397296715e-05,7.85688852577773e-05,7.82425786026307e-05
"P36018","YKR014C","YPT52",2.75542800997095e-05,2.52957049933108e-05,3.23762863639282e-05,3.40339623169591e-05
"P36022","YKR054C","DYN1",1.50229269607346e-05,1.20443911968084e-05,1.4398038531892e-05,1.4507281757608e-05
"P36035","YKL217W","JEN1",6.85067861241798e-06,4.82101862911735e-06,5.72145298707201e-06,5.53231973868154e-06
"P36036","YKL214C","YRA2",1.98124904666971e-05,2.39794730301399e-05,2.32193213125585e-05,2.41470541080843e-05
"P36037","YKL213C","DOA1",9.80225526330723e-05,9.32256998165616e-05,9.61337823992811e-05,0.000101613721287725
"P36038","YKL208W","CBT1",4.2609567458889e-06,3.61406128292541e-06,4.40619235489987e-06,4.39894397812515e-06
"P36039","YKL207W","EMC3",4.20887023554284e-07,3.73607450512186e-07,4.65780386727178e-07,4.59030790363742e-07
"P36040","YKL206C","ADD66",3.07989767026962e-05,2.9237499841252e-05,3.31778400121394e-05,3.29519581058404e-05
"P36041","YKL204W","EAP1",1.24426160176065e-05,1.73160246353149e-05,1.45313551810994e-05,1.48162674513413e-05
"P36044","YKL201C","MNN4",4.00108317850965e-06,4.03200859607901e-06,4.9619929982818e-06,5.31664772075428e-06
"P36046","YKL195W","MIA40",2.24175361480256e-05,1.97359564836268e-05,2.64407927902231e-05,2.60157211999192e-05
"P36047","YKL193C","SDS22",5.22702022280877e-05,5.04721435302436e-05,6.45904668728122e-05,6.84359508585665e-05
"P36048","YKL173W","SNU114",2.15361083171419e-05,1.98513582485964e-05,2.29822841676527e-05,2.34774621829517e-05
"P36049","YKL172W","EBP2",4.63646180532996e-05,4.6442203794789e-05,5.91302985581527e-05,6.03712473424177e-05
"P36051","YKL165C","MCD4",3.77268280489725e-05,3.13349786726607e-05,4.58705227068056e-05,4.58836421751085e-05
"P36053","YKL160W","ELF1",6.82358640937065e-06,9.03205655226019e-06,1.15703649095221e-05,6.00036352978664e-06
"P36056","YKL155C","RSM22",6.75901928606354e-06,7.76290699464971e-06,8.08592852882014e-06,8.76508145944675e-06
"P36057","YKL154W","SRP102",2.53670322718822e-05,2.02361314931499e-05,2.54745551109059e-05,2.46779975425246e-05
"P36059","YKL151C","YKL151C",3.54384361731604e-05,3.21137217155133e-05,4.06917556511139e-05,3.96815514101405e-05
"P36060","YKL150W","MCR1",7.73441777196755e-05,8.70665301832709e-05,8.51330053500382e-05,8.63471776291151e-05
"P36062","YKL146W","AVT3",2.8271272714694e-05,2.13797708627546e-05,2.433437829685e-05,2.1160521021068e-05
"P36064","YKL137W","CMC1",6.86936581451276e-06,6.25000267141106e-06,9.35383323304546e-06,9.94690550284823e-06
"P36069","YKL128C","PMU1",6.19786106617116e-06,5.54465346445361e-06,7.43032856428376e-06,7.18642176376447e-06
"P36080","YKL082C","RRP14",2.96870518120792e-05,2.72684742130664e-05,3.80527527744008e-05,3.72393657296948e-05
"P36081","YKL077W","YKL077W",6.98663110132929e-05,6.02807779812454e-05,7.71657062018418e-05,7.62480991546227e-05
"P36084","YKL074C","MUD2",2.49209585176563e-06,2.25371059002317e-06,2.8729438023786e-06,2.43813356223692e-06
"P36088","YKL069W","YKL069W",1.57447495506993e-05,1.23475126564579e-05,1.68369419587802e-05,1.70342347359245e-05
"P36090","YKL047W","ANR2",3.27638037860546e-06,2.71227916885919e-06,3.68009348324371e-06,3.98827382749514e-06
"P36091","YKL046C","DCW1",4.49948237390189e-05,3.64503027266585e-05,4.7478536179966e-05,4.45370505895792e-05
"P36093","YKL043W","PHD1",5.16965397539802e-06,4.8371147141334e-06,5.55665880103421e-06,3.16690878172001e-06
"P36094","YKL042W","SPC42",6.85251886732413e-06,5.57036946865528e-06,7.60351694016269e-06,7.51076880025113e-06
"P36095","YKL041W","VPS24",1.82890748019372e-05,1.98677174724203e-05,1.93120510482406e-05,2.01521908424463e-05
"P36100","YKL028W","TFA1",1.27272895514338e-05,1.07478179771149e-05,1.44425087465005e-05,1.39334545472229e-05
"P36101","YKL027W","TCD2",5.78897661585424e-05,5.6482601094903e-05,6.29507812412262e-05,6.24222872256347e-05
"P36102","YKL025C","PAN3",2.87714963716728e-05,2.70064677288085e-05,2.9891401866141e-05,3.01187312623571e-05
"P36104","YKL018W","SWD2",6.98982181447044e-06,5.7797517777013e-06,6.92735729392606e-06,6.9682674619446e-06
"P36105","YKL006W","RPL14A",0.000841499494102922,0.000756433292583835,0.000802647939314071,0.000803509194971618
"P36108","YKL002W","DID4",6.65561876165322e-05,6.6639188611253e-05,4.70616592736962e-05,4.99128015379007e-05
"P36112","YKR016W","MIC60",4.85245967908989e-05,3.84380261403898e-05,6.23607174349407e-05,5.92447025154716e-05
"P36114","YKR018C","YKR018C",0.000141175271999828,0.000141305966008251,0.000160148011525736,0.000163679447125602
"P36116","YKR020W","VPS51",4.41163872074342e-06,3.41983459755042e-06,4.76861600769338e-06,4.73268203928414e-06
"P36120","YKR024C","DBP7",1.73637950945243e-05,1.57246440603137e-05,2.03392342305438e-05,1.92492159575233e-05
"P36121","YKR025W","RPC37",3.36960402893433e-06,3.91286562850427e-06,3.98129874644667e-06,3.74804255178662e-06
"P36122","YKR027W","BCH2",4.52837150331662e-06,3.6180228554493e-06,4.46743459064315e-06,4.62181595979512e-06
"P36123","YKR028W","SAP190",9.00418182472965e-05,6.80583407388329e-05,9.22394291352402e-05,9.27137028995488e-05
"P36124","YKR029C","SET3",5.32030704439273e-06,4.14645797904824e-06,5.33741389349937e-06,5.26168890196612e-06
"P36126","YKR031C","SPO14",4.13017447707494e-06,4.11326861256323e-06,4.06792886186657e-06,4.32001969433851e-06
"P36132","YKR038C","KAE1",8.93502649008953e-06,8.17809617307042e-06,9.71101830730107e-06,9.10835294840734e-06
"P36136","YKR043C","SHB17",0.000107047143075917,0.000108285168113824,0.000120888337943008,0.000116883172342648
"P36139","YKR046C","PET10",0.000128610728295463,0.000109482232169374,0.000111853227915562,0.000108871475878165
"P36144","YKR060W","UTP30",1.52660684410296e-05,1.4422990589589e-05,1.81607978084579e-05,1.80838394017182e-05
"P36145","YKR062W","TFA2",3.74432852184536e-06,3.83108642562109e-06,4.33487669425509e-06,4.12822051877967e-06
"P36147","YKR065C","PAM17",3.66982394114705e-05,3.02787091161832e-05,4.88938054109318e-05,4.96606997375473e-05
"P36148","YKR067W","GPT2",3.39945438550666e-05,3.942750879051e-05,3.96669186792551e-05,3.88555885223265e-05
"P36149","YKR068C","BET3",3.96084829415585e-05,3.11648275550385e-05,3.7481856470981e-05,3.51877051717214e-05
"P36150","YKR069W","MET1",7.25949657959614e-05,6.44231967982535e-05,4.84840942515688e-06,5.08073879549806e-06
"P36151","YKR070W","YKR070W",1.35712180963273e-05,1.42932434422496e-05,1.88363569343252e-05,1.98407949672148e-05
"P36152","YKR071C","DRE2",1.0440343053276e-05,1.1931129138783e-05,7.187104848221e-06,7.77232371860164e-06
"P36154","YKR074W","AIM29",3.00299597324577e-05,2.68288521604443e-05,3.51758576743899e-05,3.5704051018695e-05
"P36156","YKR076W","ECM4",3.50384642589757e-07,2.9326965860511e-07,3.22407036478158e-07,3.38327432366916e-07
"P36159","YKR079C","TRZ1",1.83272528141015e-05,1.52613501666102e-05,2.0929136531194e-05,2.10419343412793e-05
"P36160","YKR081C","RPF2",7.43684432696024e-05,8.79869354065565e-05,9.67137630945657e-05,9.60708788085851e-05
"P36161","YKR082W","NUP133",4.92970062913031e-05,3.9131072197885e-05,5.05277199574087e-05,5.15393042867495e-05
"P36164","YKR088C","TVP38",4.80926911495026e-05,4.6612205164299e-05,4.09083324093634e-05,4.20309837496053e-05
"P36165","YKR089C","TGL4",4.73775483369058e-06,3.91012702789981e-06,4.68631173534258e-06,4.83254313548605e-06
"P36168","YKR096W","ESL2",4.38957204661777e-06,4.35177823857348e-06,5.1287876934908e-06,5.0833315223368e-06
"P36224","YMR294W","JNM1",7.97943013723046e-07,6.11113109672437e-07,8.49780355713937e-07,8.93952260127963e-07
"P36421","YGR185C","TYS1",0.00059752039689877,0.000525645801425314,0.000653590868251826,0.000644028484242292
"P36516","YMR024W","MRPL3",3.08361006377956e-05,2.96073955326742e-05,3.69538005603315e-05,3.80133019213605e-05
"P36517","YLR439W","MRPL4",4.79041079473957e-05,4.23023448494296e-05,5.43188871633611e-05,5.26343471436355e-05
"P36519","YDR237W","MRPL7",1.12427708352173e-06,1.02301626454404e-06,1.36357742013783e-06,1.42411086331581e-06
"P36520","YNL284C","MRPL10",2.09277256302739e-05,2.37722430289591e-05,2.31652107868381e-05,2.42619468020221e-05
"P36521","YDL202W","MRPL11",2.42412930683867e-05,2.10987852572578e-05,3.20627726884889e-05,3.6572817106636e-05
"P36523","YLR312W-A","MRPL15",2.48629947135072e-05,2.2758201733109e-05,2.72745365171856e-05,2.88295398263746e-05
"P36525","YMR193W","MRPL24",2.18194014566998e-05,2.15559697414029e-05,2.44004222121852e-05,2.42546638205635e-05
"P36526","YBR282W","MRPL27",9.71691587851475e-06,1.02916650917633e-05,1.00801932286426e-05,1.03280712930748e-05
"P36527","YDR462W","MRPL28",7.141992542904e-05,7.25780260801586e-05,8.3280938850577e-05,8.44240158911438e-05
"P36528","YNL252C","MRPL17",6.36310580816862e-06,6.5209511660493e-06,7.92117642291592e-06,7.71858843362232e-06
"P36531","YBR122C","MRPL36",1.70479699283273e-06,2.07287938901751e-06,2.0931259778895e-06,1.95556994224332e-06
"P36533","YML009C","MRPL39",7.24484271645776e-06,7.45802220027507e-06,8.17957618254251e-06,8.16195973849652e-06
"P36534","YPL173W","MRPL40",2.27085514376504e-05,2.7392259853397e-05,2.72815461528116e-05,2.75443896162735e-05
